id,title,description,keywords,sector,group,jurisdiction,frequency,granularity_spatial,granularity_temporal,date_earliest,date_latest,access_type,format,provider,reference,url,access_method
176,"Satellite Image Cartosat 3,Mx (1.10m Spatial Resolution)","contains satellite imagery of GEO Orthokit, Ortho Rectified (without GCP) with a swath width of 17km x 17 km and Ortho Rectified (without GCP), NCC & FCC (Ortho Rectified-without GCP) of  swath width of 10km x 10km is available",satellite images; Cartosat,Satellite Images,Cartosat,India,4-5 days,spatial grid,one-time,2019,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
179,"Satellite Image Eos-04(Or Risat-1a), [Sar ,Frs1 ,Frs2] (3m-50m Spatial Resolution)","contains satellite imagery of Geometrically Terrain Corrected, Single Look Complex,Multi Look Ground Range,Covariance, and Polarimetric Decomposed  with swath width of 20km x 25km is available",satellite images; EOS,Satellite Images,,India,25 days,spatial grid,one-time,2022,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
181,"Satellite Image Kompsat-3/3a ,Pan & Mx(0.5, 2.2m Spatial Resolution)","contains satellite imagery of Geo Orthokit,and Bundled with swath width of 15km x 15km is available",satellite images; Kompsat,Satellite Images,,India,3-4 days,spatial grid,one-time,2012,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
186,"Satellite Image Landsat-1 Or Erts-1 ,Mss- (79m Spatial Resolution)",contains satellite imagery of (MSS at 79m spatial resolution(RBV)-40m),satellite images; Landsat,Satellite Images,Landsat,India,18 days,spatial grid,one-time,1972,1978,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
187,"Satellite Image Landsat-2 ,Mss- (79m Spatial Resolution)","contains satellite imagery of (MSS at 79m spatial resolution, (RBV)-40m)",satellite images; Landsat,Satellite Images,Landsat,India,18 days,spatial grid,one-time,1975,1982,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
188,"Satellite Image Landsat-3 ,Mss- (79m Spatial Resolution)",contains satellite imagery of (MSS at 79m spatial resolution(RBV)-40m),satellite images; Landsat,Satellite Images,Landsat,India,18 days,spatial grid,one-time,1978,1983,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
189,"Satellite Image Landsat-4 ,Mss-(79m) & Tm(30m,120m)","contains satellite imagery of spatial resolution 30 meters (TM, VIS/NIR/SWIR), 120 meters (thermal); 79 meters (MSS)",satellite images; Landsat,Satellite Images,Landsat,India,16 days,spatial grid,one-time,1982,1993,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
190,"Satellite Image Landsat-5 ,Mss-(79m) & Tm(30m,120m)","contains satellite imagery of spatial resolution 30 meters (TM, VIS/NIR/SWIR), 120 meters (thermal); 79 meters (MSS)",satellite images; Landsat,Satellite Images,Landsat,India,16 days,spatial grid,one-time,1984,2013,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
191,"Satellite Image Landsat-7 ,Etm+(15m,30m,120m)","contains satellite imagery of spatial resolution 30 meters (VIS/NIR/SWIR), 60 meters (thermal), 15 meters (panchromatic)",satellite images; Landsat,Satellite Images,Landsat,India,16 days,spatial grid,one-time,1999,2017,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
192,"Satellite Image Landsat-8 ,Pan(15m),Oli (30m) & Tirs(100m)","contains satellite imagery of spatial resolution 30 meters (OLI), 100 meters (TIRS), 15 meters (panchromatic)",satellite images; Landsat,Satellite Images,Landsat,India,16 days,spatial grid,one-time,2013,2024,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
193,"Satellite Image Landsat-9 ,Pan(15m),Oli-2 (30m) & Tirs-2 (100m)","contains satellite imagery of spatial resolution 30 meters (OLI-2), 100 meters (TIRS-2), 15 meters (panchromatic)",satellite images; Landsat,Satellite Images,Landsat,India,16 days,spatial grid,one-time,2021,2024,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
180,"Satellite Image Novasar-1,All Modes (6-33 M Spatial Resolution)","contains satellite imagery of Geometrically Terrain Corrected, Single Look Complex Slant range, and Multi Look Ground Range with swath width of 13-400km x 13-400km is available",satellite images; Novasar,Satellite Images,,India,16 days,spatial grid,one-time,2018,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
182,"Satellite Image Resourcesat-1, Liss-3(23.5m),Liss-4(5.8m),Awifs(56m Spatial Resolution)","contains satellite imagery of  LISS-3(23.5m spatial resolution, swath width-141 km),LISS-4{5.8m spatial resolution, swath width -[23.9 km (Mx) 70 kms (Mono)]},AWiFS {56m spatial resolution, swath width-[740 km (Combined) 370 km (Each head)]} is available",satellite images; Resourcesat,Satellite Images,Resourcesat,India,24 days,spatial grid,one-time,2003,2024,open,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
183,"Satellite Image Resourcesat-2, Liss-3(23.5m),Liss-4(5.8m),Awifs(56m Spatial Resolution)","contains satellite imagery of  LISS-3(23.5m spatial resolution, swath width-141 km),LISS-4{5.8m spatial resolution, swath width -[23.9 km (Mx) 70 kms (Mono)]},AWiFS {56m spatial resolution, swath width-[740 km (Combined) 370 km (Each head)]} is available",satellite images; Resourcesat,Satellite Images,Resourcesat,India,24 days,spatial grid,one-time,2011,2024,open,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
184,"Satellite Image Resourcesat-2a, Liss-3(23.5m),Liss-4(5.8m),Awifs(56m Spatial Resolution)","contains satellite imagery of  LISS-3(23.5m spatial resolution, swath width-141 km),LISS-4{5.8m spatial resolution, swath width -[23.9 km (Mx) 70 kms (Mono)]},AWiFS {56m spatial resolution, swath width-[740 km (Combined) 370 km (Each head)]} is available",satellite images; Resourcesat,Satellite Images,Resourcesat,India,24 days,spatial grid,one-time,2016,2024,open,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
178,"Satellite Image Risat-1 , [Sar ,Frs1 ,Frs2] (3m-50m Spatial Resolution)","contains satellite imagery of Geometrically Terrain Corrected, Single Look Complex, and Multi Look Ground Range  with swath width of 25km x 25km is available",satellite images; Risat,Satellite Images,,India,25 days,spatial grid,one-time,2012,2016,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
185,Satellite Image Sentinel-2 (10m Spatial Resolution),"contains satellite imagery of MSI(visible,NIR-10m,6 bands at 20 m resolution,3 bands at 60 m resolution)",satellite images; Sentinel,Satellite Images,,India,5 days,spatial grid,one-time,2015,2024,open,geotiff image,ESA,"Copernicus Browser (2024) Copernicus Browser, NA",browser.dataspace.copernicus.eu/?zoom=12&lat=26.8887&lng=75.83126,Go to source URL
209,Accessibility To Hospitals In Jaipur Region,Map highlighting the accessibility to hospitals in Jaipur Region.,hospitals; health care,Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-11, pg.165",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
207,Assessment Of College Availability In Jaipur Region,Map evaluating the accessibility of colleges in Jaipur Region.,colleges; schools,Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-8, pg. 162",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
208,Assessment Of Health Centre Availability In Jaipur Region,Map assessing the distribution of health centers in Jaipur Region.,health care,Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-10, pg.164",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
206,Assessment Of Senior Secondary School Availability In Jaipur Region,Map assessing the availability of senior secondary schools in Jaipur Region.,schools,Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-7, pg. 161",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
211,Availability Of Credit Banking Facility In Agriculture Productive Areas -Jaipur Region,Map indicating credit banking facilities in agricultural areas of Jaipur Region.,financial services,Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-13, pg. 167",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
212,Availability Of Postal Services In Jaipur Region,Map detailing the availability of postal services in Jaipur Region.,postal services,Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-14, pg. 168",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
205,Availability Of Primary Schools Within Jaipur Region,Map showing the distribution of primary schools across Jaipur Region.,schools,Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-6, pg.160",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
210,Bank Facility In Jaipur Region,Map showing the locations of banks within Jaipur Region.,financial services,Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-12, pg.166",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
204,Citizen Facilities Jaipur,This catalog provides the citizen facilitation centers with average monthly footfalls,citizen facilities,Services,Smartcities.gov.in data,Jaipur Municipal Corporation,unknown,region,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/citizen-facilities-jaipur,Go to source URL
198,"Civic And Other Amenities In Slums, 2009","contains the Class and name of town, Name of the slum, No. of households (approximate), Population of the Slum (approximate), Paved roads (in kms.), System of drainage( Open, Closed, Both, Nil), Number of latrines, Community, No. of tap points/ public hydrants installed for supply of protected water, Electricity (Number of connections) in Domestic, Road lighting (points) and Others",slums; amenities,Services,Census handbook,Jaipur District,unknown,district,one-time,,2009,open,xls/xlsx,"Directorate of Census Operations, Rajasthan","Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur, Town Statement-VII_0812",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,Go to source URL
194,"Civic And Other Amenities, 2009","contains the Name of Town, Road length (in kms.), System of drainage( Open, Closed, Both -Open & Closed), Number of latrines(Pit System,Flush/Pour Flush (Water borne),Service,Others), Protected water supply(Source of supply, System of storage with capacity in kilo litres), Fire fighting service, Electrification (Number of connections of Domestic, Industrial, Commercial, Road lighting points, others)",amenities,Services,Census handbook,Jaipur District,unknown,district,one-time,,2009,open,xls/xlsx,"Directorate of Census Operations, Rajasthan","Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur, Town Statement-III_0812",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,Go to source URL
203,Community Facilities Jaipur,"This catalog contains the number of ward wise Community Hall / Auditorium / Convention Center / Swimming Pools / Sports Ground / Theatre, Facility Name and capacity",community facilities,Services,Smartcities.gov.in data,Jaipur Municipal Corporation,unknown,region,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/community-facilities-jaipur,Go to source URL
201,Cultural Heritage Jaipur,"This catalog provides the Name of heritage,Nature of heritage (open space, monuments, street etc.),Heritage use, Age of heritage ( In Years) ",heritage,Services,Smartcities.gov.in data,Jaipur Municipal Corporation,unknown,region,one-time,,2019,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/culturalheritagejaipur,Go to source URL
202,Digital Payments Jaipur,This catalog provides the Total Collection of municipal Amount collected by ticket sale for Bus and Metro Services,financial services,Services,Smartcities.gov.in data,Jaipur Municipal Corporation,unknown,region,one-time,2017,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/digital-payments-jaipur,Go to source URL
199,Education Facilities In Jaipur Region Villages,"This dataset contains the Education Facilities in Jaipur Region Villages based on infrastructure, standard and no. of facilities",education; schools,Services,,Jaipur Region,unknown,region,one-time,,2001,open,printed table,"Directorate of Census Operations, Rajasthan","Master Development Plan 2025 (2011), vol1, Table 3-17, pg.153",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
196,"Educational, Recreational And Cultural Facilities, 2009","contains the Name of Town, Number of Educational Facilities(Primary school, Middle school, Secondary school, Senior Secondary school, Arts/ Science/ Commerce colleges (of degree level and above) , Medical colleges,Engineering colleges, Management Institute/ colleges,Polytechnics, Recognised Shorthand, Typewriting and vocational training institutions,Non-formal Education Center (Sarva Shiksha Abhiyan Center), Special School for Disabled, others ), Number of Social, Recreational and Cultural facilities: No. of Orphanage Home, Working women's hostles, No. of Old Age Home, Stadium, Cinema Theatre, Auditorium/ Community halls, Public libraries and Reading rooms",education; cultural facilities; recreation,Services,Census handbook,Jaipur District,unknown,district,one-time,,2009,open,xls/xlsx,"Directorate of Census Operations, Rajasthan","Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur, Town Statement-V_0812",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,Go to source URL
197,"Industry And Banking, 2009","contains the Name of Town, Names of three most important commodities manufactured, Number of banks (Nationalised Bank,Private Commercial Bank,Co-operative Bank), Number of agricultural credit societies, Number of non-agricultural credit societies",industries; financial services,Services,Census handbook,Jaipur District,unknown,district,one-time,,2009,open,xls/xlsx,"Directorate of Census Operations, Rajasthan","Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur, Town Statement-VI_0812",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,Go to source URL
195,"Medical Facilities, 2009","contains the Name of Town, No. of Medical facilities (with number of beds in brackets) in Hospitals  (Allopathic & Others), Dispensaries / Health Center, Family Welfare Center, Maternity and Child Welfare Center, Maternity Homes,T.B.Hospital/ Clinic,  Nursing Homes, Veterinary Hospital, Mobile Health Clinic and Others etc., Charitable Hospital/Nursing Home  (Numbers), Medicine Shop (Numbers)",health care,Services,Census handbook,Jaipur District,unknown,district,one-time,,2009,open,xls/xlsx,"Directorate of Census Operations, Rajasthan","Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur, Town Statement-IV_0812",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,Go to source URL
200,Smart Governance,"This catalog describes the availability of online services for various domains like taxes, challans,fines, service connections, certificates,licenses, tenders, grievance management, tickets & passes, disclosure of documents in yes and no format",governance,Services,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2019,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/digital-availability-jaipur,Go to source URL
227,Availability Of Footpaths In Walled City,"Map showing Availability of Footpaths in Walled City
",transport; non-motorised; footpath; road transport,Transport Network,L&T Infra Engineering Transport Study,Walled City,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 7-38, Pg. 7-54",Document not yet published,Not currently available
225,Availability Of Road Markings In Walled City,Map showing the availability of road markings in the walled city of Jaipur. ,transport; road markings; road transport,Transport Network,L&T Infra Engineering Transport Study,Walled City,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 7-8, Pg. 7-12",Document not yet published,Not currently available
226,Availability Of Signage In Walled City,Map showing the availability of Signages in walled city. ,transport; signage; road transport,Transport Network,L&T Infra Engineering Transport Study,Walled City,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 7-9, Pg. 7-12",Document not yet published,Not currently available
222,Built Heritage And Cultural Trail,Map highlighting significant heritage sites and cultural landmarks in Jaipur.,cultural trails; road transport,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-37, pg. 113",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
231,Demarcation Of Traffic Analysis Zones (Taz),"This dataset shows the zone list adopted for travel demand modeling is
as same as the zoning adopted",transport; boundaries,Transport Network,L&T Infra Engineering Transport Study,Jaipur region,unknown,region,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 6-4 pg 6-11",Document not yet published,Not currently available
216,District Road Network - Class 2 & Class 3 Town Connectivity,This dataset contains district road network for connectivity of class 2& class 3 towns,road transport,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-42, pg.119",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
217,District Road Network - Class 3 & Class 4 Town Connectivity,This dataset contains district road network for connectivity of class 3& class 4 towns,road transport,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-43, pg. 119",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
218,District Road Network - Class 4 & Class 5 Town Connectivity,This dataset contains district road network for connectivity of class 4& class 5 towns,road transport,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-44, pg. 120",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
219,District Road Network Optimum Connectivity,"The map indicates the optimum connectivity of the district over laying the future towns, growth centres, growth foci, focal villages and service villages. Should be used with Table  2-40 (list of the 57 new towns and their class by 2025)",road transport,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-24, pg.88",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
215,District Road Network-Class 1 & Class 2 Town Connectivity,This dataset contains district road network for connectivity of class 1& class 2 towns,road transport,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-41, pg.118",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
230,Encroached Footpaths In Jaipur City,Map showing Encroached Footpaths ,transport; non-motorised; footpath; road transport,Transport Network,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 7-49, Pg. 7-68",Document not yet published,Not currently available
223,Recreation And Leisure Trail,Map showcasing recreational and leisure areas in Jaipur.,transport; non-motorised; footpath; road transport,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-38, pg. 114",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
214,Regional Road Network Map,Shows the regional network map,road transport,Transport Network,L&T Infra Engineering Transport Study,Jaipur Region,unknown,region,one-time,,2018,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 2-1, pg. 2-3",Document not yet published,Not currently available
224,Religious And Spiritual Trail,Map detailing religious and spiritual sites in Jaipur.,transport; non-motorised; footpath; road transport,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-39, pg. 115",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
228,Right Of Way (Row) Widths,"This dataset provides detailed information on the road infrastructure in Jaipur, listing 39 major roads with their respective lengths, right-of-way (ROW), carriage details, and shoulder widths. ",road transport,Transport Network,,Jaipur Region,unknown,region,one-time,,2007,open,printed table,DHV Primary Survey,"JDA (2011) Master Development Plan 2025, vol1, Table 4-21, pg.254",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
220,Road Network,This dataset shows Highway Network for JDA Region,road transport,Transport Network,L&T Infra Engineering Transport Study,JDA Boundary,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 6-6 pg 6-14",Document not yet published,Not currently available
221,Road Network,This dataset shows the Highway Network for JMC Boundary,road transport,Transport Network,L&T Infra Engineering Transport Study,JMC Boundary,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 6-5 pg 6-13",Document not yet published,Not currently available
213,Road Network In Rajasthan (Up To 31.03.2022),"This dataset contains the Road Network in Rajasthan (up to 31.03.2022) with road category, length (km), and percentage  share as the parameters",road transport,Transport Network,,Rajasthan,unknown,state,one-time,,2022,open,printed table,"Public Works Department, Government of Rajasthan","State Road Safety Cell, Department of Transport and Road Safety, Rajasthan, NA",https://roadsafetycell.rkcl.in/pageView/token=Q2twNXhhZk9IaklESkMwMGxoaTgwdz09,Go to source URL
229,Transport Potential In Villages,"This dataset provides transport potential(High, Low, Medium) analysis in Jaipur District. ",transport; settlements,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-25, pg. 89",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
241,Anpr Camera Locations In Jaipur City,"This catalog contains the Name,ID, device count, address, and Physical Coordinates of the ANPR Camera locations in Jaipur city",cameras; monitoring; ANPR,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
242,Environment Sensor Locations In Jaipur City,"This catalog contains the Name, address, and Physical Coordinates of the environment sensor in Jaipur city",sensors; monitoring,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
236,Ev Charging Stations,contains a map on EV charging locations,road transport; EV charging,Transport Network Assets,,Rajasthan,unknown,state,one-time,,2024,open,printed map,BEE,"Bureau of Energy Efficiency (2024), NA",https://evyatra.beeindia.gov.in/public-charging-stations/,Go to source URL
238,Level Information From Manhole Sensors In Jaipur City,"This dataset contains the device id, sludge level and observation Date Time of jaipur city",road transport; utilities,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,2022,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/e2e88fc3-95b2-4fcf-91d1-7c81a9a461d6,Go to source URL
239,Manhole Sensor Systems Locations In Jaipur City,"This catalog contains the Name, ID, and Physical Coordinates of the manhole sensor systems in Jaipur City.",road transport; utilities,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
234,"Off-Street Parking Accumalation, Supply And Demand Projections","This dataset provides the existing Parking Accumalation, supply and demand projections of the Off-Street Parking spaces of different locations.",road transport; parking,Transport Network Assets,,Jaipur City- specific,unknown,city,one-time,2011,2011,open,printed table,Research Paper,"Management of Parking Spaces in the Walled City of Jaipur , Table 2, Table 5, Fig 3",https://old.ccs.in/internship_papers/2011/245_riddhima_management-of-parking-spaces-in-the-walled-city-of-jaipur_second.pdf,Go to source URL
233,"On-Street Parking Accumalation, Supply And Demand","This dataset provides the existing Parking Accumalation, supply and demand of Parking in the locations, Jauhari Bazaar and the Bapu Bazaar.",road transport; parking,Transport Network Assets,,Jaipur City- specific,unknown,city,one-time,2011,2011,open,printed table,Research Paper,"Management of Parking Spaces in the Walled City of Jaipur , Table 1, Table 4, Fig 1",https://old.ccs.in/internship_papers/2011/245_riddhima_management-of-parking-spaces-in-the-walled-city-of-jaipur_second.pdf,Go to source URL
232,Parking Site Locations In Jaipur City,"This catalog contains the Name, address, and Physical Coordinates of the  parking site locations in Jaipur city.",road transport; parking,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
